theta1;theta2;theta3;theta4;theta5;theta6
96;292;94;-350;-132;-280
93;-317;125;-16;-140;12
149;226;-133;-136;-112;120
260;189;271;268;-236;253
331;195;270;-312;106;-127
101;274;-91;192;-239;14
92;154;-140;-170;300;83
-293;92;-222;200;263;-120
-263;191;-131;-179;-216;-311
37;-69;180;-9;-83;-316
-206;32;-64;289;-320;-41
27;-264;30;258;-218;-248
-316;116;-347;-151;342;191
-185;131;-261;94;257;288
-109;-10;129;147;-28;-98
-158;-306;-40;-241;-73;303
8;299;-294;355;-291;-135
206;74;-25;-146;-264;-148
-240;-132;-281;239;340;-203
149;-332;84;122;-334;-358
-258;261;-161;23;16;49
-120;-62;-62;349;-319;-75
210;68;-137;290;-293;-130
279;114;133;-19;-259;325
276;-45;242;-126;-95;213
-289;326;-359;-148;-326;-41
209;298;24;219;45;181
-354;-17;-180;-138;337;-210
15;-198;48;359;-265;328
-271;-226;106;-268;-302;115
-341;350;28;-91;149;323
-85;139;74;198;66;-89
253;-198;214;358;-158;152
119;-61;-1;324;327;168
-83;-332;60;47;-104;274
90;89;-147;-307;-149;-191
-111;251;-245;-247;6;74
-244;98;248;204;-170;-134
-228;-38;-125;-159;311;-72
-87;67;-311;-213;161;54
-216;248;-55;32;20;-227
-302;-26;-338;-47;42;100
-336;151;-238;67;78;196
-320;256;-83;-72;-126;40
-148;-97;-109;94;119;355
320;-108;-221;303;-152;37
302;-296;-175;-53;56;288
-203;337;-48;205;18;-122
-49;157;300;281;-263;-274
284;110;-331;3;284;-82
-150;-192;-216;-86;68;-167
88;220;-286;165;107;-18
312;-291;71;-192;-337;58
247;41;245;-213;87;-235
-152;-347;145;326;180;185
30;-157;-184;-154;334;-194
27;-213;-48;-258;-90;212
226;291;29;229;150;-329
-255;-192;-183;-238;-191;-162
326;-111;-146;-69;-143;186
-101;-270;84;-104;-99;-311
265;-30;-305;292;-157;82
117;-216;332;119;30;266
41;-345;-12;222;170;52
-354;157;-36;115;183;220
-339;202;49;-306;-179;-264
46;30;-311;352;-179;-133
-144;-330;20;-176;-66;323
302;-273;66;-101;158;17
-172;-5;257;162;-217;-247
-93;261;133;97;-259;-303
271;-57;-9;-29;11;-164
-194;288;295;75;-97;71
121;284;-298;28;-52;84
42;-198;-285;-353;-318;-128
202;-119;86;355;107;29
227;293;-269;298;95;-290
-160;34;330;335;-247;339
330;-11;217;-258;-56;300
211;331;112;-335;252;313
129;186;175;-78;112;-237
149;-338;-161;-327;-290;233
140;-132;325;-336;-44;-85
191;213;-226;-7;-39;105
151;184;-161;130;112;-243
-275;-1;331;-115;61;-199
181;-177;4;144;282;331
34;-261;-253;-175;246;-177
227;-185;309;-108;-219;-179
84;-19;-107;239;61;36
301;-154;185;183;-86;49
-306;-322;22;201;313;-267
50;-22;-352;-117;-244;212
-136;21;-241;74;-171;111
136;179;-36;-300;-195;298
-251;235;28;358;-304;-41
-284;333;-357;198;229;266
-300;-72;-173;216;-49;296
-229;-170;-256;-262;266;57
36;-256;255;88;-107;10
-71;-306;-188;-272;-228;-187
-60;-325;290;321;-7;-8
-117;288;-94;-280;202;-79
-186;-69;-291;-265;319;329
54;-317;-191;-106;232;-349
-329;-239;108;167;107;-35
34;-147;176;-224;135;-228
-95;91;202;-302;310;199
-10;-46;-38;-140;6;8
229;213;104;-88;225;24
-108;317;271;36;88;63
-211;-143;-21;-194;248;-220
-198;-237;-196;-46;-136;305
-50;-227;292;346;-44;-280
-174;-66;68;-171;74;152
-201;-276;-147;-131;-55;6
-299;-171;217;-339;309;166
-8;57;-189;-30;334;34
15;-194;-8;89;129;-75
-96;352;-333;278;298;214
-289;-172;-119;130;-262;160
-284;111;-4;201;155;291
282;-120;143;-218;-338;176
0;-14;292;79;85;259
220;55;-229;-188;279;-340
-7;-239;345;153;0;-21
-318;131;-330;-309;16;-291
229;229;160;-252;115;13
341;107;217;-33;-49;235
-300;-264;-235;-79;239;219
-317;-73;19;-60;113;92
-150;-49;-349;349;-240;-284
-92;-218;-7;-116;326;303
-323;171;-166;-56;35;319
-59;348;-143;145;120;28
143;120;-232;-268;360;-237
-337;44;275;122;-223;-95
-28;347;-248;256;104;-89
-223;-52;-13;-274;65;-197
-83;60;-179;-151;84;-169
234;348;166;-113;61;-283
293;274;229;-173;68;-344
-54;-135;-244;-232;-56;-293
71;-21;141;144;100;-336
-311;-130;22;111;-67;231
157;338;23;-126;-284;80
201;-55;-295;-168;-250;-158
-43;20;-31;271;13;320
99;330;-187;127;-152;124
141;-311;-177;-199;121;248
-112;202;126;-356;74;-82
300;-360;-27;-55;-28;195
-128;205;-21;-335;-234;160
-19;-250;-115;77;-222;172
-185;301;-167;191;-224;-153
-295;55;132;34;-54;104
106;129;98;321;-210;151
-190;-274;77;-36;-30;117
195;-108;117;-60;247;240
-176;82;59;29;267;-170
-131;-275;317;105;-15;100
32;106;32;159;16;356
-203;-284;-281;-315;-69;-37
-97;190;92;196;312;341
-222;-260;142;-293;18;22
260;-11;-77;124;174;14
-110;-252;62;-171;-328;184
-185;-42;135;-101;170;-76
132;147;-42;-346;-122;-55
-166;-218;232;-51;280;-78
194;-74;222;184;-88;-205
209;324;-124;123;-44;240
63;-249;-216;-67;179;235
209;-131;25;-296;-280;-262
129;-3;-224;-4;-254;-321
253;44;310;142;60;227
273;353;-360;263;81;353
20;-15;217;-196;-1;289
54;249;172;62;-183;120
-300;91;116;166;282;348
194;59;309;58;-348;-273
262;-11;249;-210;38;94
-337;83;-99;-325;-8;-222
-272;-212;-255;-224;-330;97
-157;28;141;-1;26;-40
-271;-7;255;270;-166;-210
47;101;-60;-212;323;-301
-284;-258;-240;87;53;-323
311;165;171;-315;260;313
349;259;206;10;-232;-73
-264;-338;317;-143;-147;-120
-24;107;-342;247;43;255
-110;-39;-321;-233;117;-122
287;-275;352;29;149;360
-153;-62;-25;190;229;-288
-232;-101;-320;16;-118;-234
-210;292;126;-23;297;-286
177;170;45;-228;70;-144
-264;-207;285;-309;-186;-322
-42;-351;286;-219;-293;-139
-32;-287;357;-121;-146;-316
-145;-327;4;188;95;-296
-302;200;292;24;-282;235
-117;-149;178;-353;-326;121
75;19;166;149;203;-153
139;41;-75;-316;202;-117
78;174;-285;-268;36;-11
282;216;169;-323;-308;-297
215;319;132;-265;161;-281
-276;101;-123;111;180;60
173;-191;169;339;265;-298
-96;-94;133;71;209;-95
-212;-298;196;-212;-81;37
-195;102;-11;-251;203;-288
-148;-189;22;-295;-68;-285
-280;205;-150;75;335;-49
140;186;-49;112;-281;313
-225;-169;215;-9;194;-75
-164;-334;125;-51;-35;79
-318;-133;197;142;-270;-267
-294;-355;-55;112;161;23
-282;95;-269;-264;-289;-258
-239;-219;-132;-132;-204;-179
283;147;40;-228;-208;-305
298;149;42;-135;-241;88
352;-238;-175;-74;-307;133
-70;348;-71;87;-249;-86
-244;186;268;-108;134;-148
22;240;70;-119;-145;-34
-56;-101;42;175;-55;-51
-270;-343;-151;-132;111;329
314;-30;-187;190;187;174
176;-284;131;-26;-208;-289
233;-234;-243;120;284;12
146;-250;327;29;130;-334
223;179;-274;18;-126;33
-73;-61;-230;-176;-346;305
111;312;-243;304;212;56
-43;-175;182;-196;-314;193
123;155;102;-58;-79;228
-132;227;208;254;4;98
325;-40;-317;264;95;-104
358;-199;110;76;-81;-258
-342;-57;-228;163;-93;246
169;51;-233;330;-169;306
-199;-91;-297;101;-230;-328
161;-110;116;-84;92;-345
296;217;177;226;-84;85
54;22;-162;-181;-35;-196
220;350;-339;26;-298;218
353;-312;317;-347;133;205
25;278;288;91;-261;-203
-229;-330;-283;84;317;-105
-64;349;321;127;352;192
-118;117;-184;-147;130;20
-64;74;181;60;37;60
9;-301;158;358;-105;340
-111;279;-33;-62;-204;-270
-138;163;204;140;-353;247
305;195;-330;-88;147;165
-199;-167;125;-16;89;-190
-233;238;192;313;-283;-229
-289;-7;-221;285;-289;-329
41;196;-136;-231;-116;-209
7;293;93;-287;-79;-321
1;-49;359;225;-10;284
-261;-79;308;301;154;85
-113;314;-271;166;106;240
-73;180;242;-128;38;345
36;-122;86;-100;185;-62
-6;140;341;-124;244;172
327;-337;-103;117;-158;-194
152;90;65;116;-326;-109
-35;-187;155;257;-158;167
-261;243;-261;64;-97;221
3;-8;272;-106;-36;334
-330;341;-224;120;62;126
-100;87;224;-347;-300;342
109;-194;-70;-273;-167;-175
-121;-251;-110;-273;277;-293
310;-73;-326;-114;170;212
32;134;284;-321;-142;-327
-220;159;160;272;59;-310
305;217;-154;31;350;156
244;-48;-21;44;-166;180
3;106;-139;-260;-18;-99
208;202;121;-264;-345;43
-144;317;347;-154;217;286
70;277;320;35;165;55
-342;-39;105;15;-92;315
238;252;-92;67;269;313
121;-211;111;-309;-67;120
313;224;-11;185;-60;340
352;263;-80;-33;-183;205
276;298;42;71;-253;288
-36;-212;288;189;276;-155
125;118;-272;-67;-162;156
-156;286;235;-79;-2;140
241;79;54;-125;-31;154
277;159;-347;126;-44;-45
-276;227;-126;-183;-113;-90
34;45;-75;-73;11;114
325;160;-72;239;-264;-317
-300;-242;-127;-143;-352;29
-292;-255;95;259;342;51
358;39;11;-122;-50;-6
-309;280;-314;-46;235;-76
82;230;278;311;-223;-174
287;67;3;81;230;23
-215;-33;-52;336;87;141
159;-110;12;41;-248;45
140;-53;242;167;-101;-33
-82;199;169;-50;140;321
205;148;-282;-79;66;-29
-324;-196;241;-349;262;-304
122;0;-203;52;-272;123
72;-320;-320;-251;-346;-47
240;85;15;262;-290;294
-283;12;-257;43;-357;192
251;301;351;4;-165;-288
6;62;190;-301;117;12
-237;316;65;-43;319;112
-35;245;24;39;130;-96
-188;57;265;-67;-279;-40
-144;-71;240;-69;-79;-101
-259;-173;-298;-51;-175;-146
-54;-275;-4;149;-185;206
-307;-77;-358;-201;-360;-224
-258;-167;-234;-261;71;289
317;-201;-12;-89;17;-170
-311;-46;-235;-342;328;-50
333;189;-355;130;148;105
38;-203;196;-196;-93;282
257;-70;-131;78;296;295
66;-121;255;-42;292;-337
23;156;-231;-118;-225;-128
-69;35;-325;38;-162;-186
-185;-249;329;314;230;165
-234;-101;-224;-360;-132;144
90;31;-44;-153;1;189
189;55;179;105;-272;3
-110;-294;-254;-218;124;-49
140;-175;-353;23;-159;322
293;-77;-343;124;243;340
-319;-36;59;135;158;108
164;-91;59;-277;-319;346
-155;68;333;-227;-221;-114
312;-79;-164;-251;-74;-90
-266;-47;-295;83;-353;53
209;-191;-37;50;-316;-3
103;-201;243;340;250;4
-159;178;-190;330;87;72
-236;-295;-176;259;296;144
162;-195;55;224;-69;352
-296;-129;8;-317;163;41
21;238;259;208;-131;-34
182;-281;-281;-166;18;341
152;-136;-150;253;297;100
-176;-297;244;61;323;-316
61;-155;236;-223;-41;-77
235;128;-211;-131;-264;124
51;-238;-254;-17;294;38
-337;-322;220;-35;-85;209
-98;23;153;268;-124;108
342;-306;63;-62;-138;-170
187;357;-226;203;-219;355
218;-55;165;-1;223;-103
-308;66;296;-221;-49;180
-332;322;190;42;-228;-1
13;356;256;333;129;-70
314;-15;-193;-75;148;42
185;357;333;25;334;-277
-323;-141;58;22;289;29
-49;31;153;-348;217;-258
-16;-175;-94;117;-238;-159
-218;-220;-125;274;-21;-69
-231;338;-67;248;83;-89
272;205;-25;226;287;-51
-119;70;290;146;-88;169
327;31;29;-136;-309;-229
-293;-26;-354;299;103;-359
-339;-210;-32;-269;-354;164
-105;202;-46;-46;-325;-325
-295;68;-187;246;258;334
-8;-202;-197;27;189;-110
-28;100;301;-244;155;56
-48;277;-77;-231;96;89
-124;218;360;347;-269;-193
-343;77;-281;-67;277;35
-94;-210;-43;329;-271;-21
257;-329;138;345;-156;-264
134;295;80;288;-221;183
-111;-59;-248;230;90;172
220;-312;325;-2;184;175
239;-248;-31;85;312;242
285;59;60;256;-335;278
-67;-334;177;-249;-257;76
-177;-127;-71;-68;-82;79
-240;-225;-292;-127;194;-192
173;139;234;236;-149;-137
17;-126;239;224;41;-171
130;-192;-31;-83;28;355
184;346;-191;21;-323;185
74;258;352;310;-65;-360
29;-211;-202;-126;-291;178
179;31;-117;240;38;330
283;-103;33;-111;89;214
177;-270;232;-342;-62;167
203;-96;177;283;-186;-267
-198;-108;-154;308;-324;67
-243;244;-240;2;360;-104
-327;-206;-74;-120;-195;314
132;333;-45;317;-356;80
217;-193;312;190;235;53
211;-123;-199;-135;61;238
-151;-70;261;83;354;-214
236;127;-181;-17;-73;72
217;-285;232;246;-105;-50
52;145;175;186;-80;-51
329;53;252;-161;88;64
334;-299;0;16;-295;292
277;-44;203;-253;86;-173
-39;248;-219;-141;-12;-117
215;351;-246;-190;146;-90
342;341;104;260;-71;95
350;43;313;159;-12;100
279;-217;-75;355;-70;115
289;357;110;-282;-334;85
48;333;177;117;17;-173
333;29;-339;142;14;-318
281;-122;-195;-278;-136;-196
110;-313;-162;-157;274;-40
185;74;204;-278;345;251
-324;-24;-126;94;-194;58
74;72;-37;-335;10;-67
-283;-29;-35;37;220;145
268;-323;-202;-29;331;209
-35;-120;-318;174;5;-216
-52;-239;181;-95;319;-348
237;91;28;109;163;-292
272;-350;-148;-231;307;-311
58;99;109;263;-320;228
21;140;-207;31;146;329
-40;-299;-319;93;214;138
-112;322;15;327;-307;-211
198;299;204;-147;-251;251
205;-165;-196;-129;238;232
51;52;-154;144;214;-42
-39;-25;-159;126;291;295
178;-173;137;-265;-271;-223
-255;61;-308;232;161;307
-5;112;281;28;-157;343
-334;-125;341;-97;-138;-273
300;-263;-121;287;0;83
60;143;-339;20;-337;236
-115;250;-183;59;316;-326
-322;-346;131;71;-278;214
85;-310;-311;-262;208;-294
-189;-185;-285;258;143;169
109;12;-125;117;-276;-254
-346;335;339;-271;-23;113
-151;184;42;-52;-168;183
287;165;-67;316;-176;24
328;-167;-180;308;-311;-145
66;-214;98;215;1;109
213;-192;73;-279;11;244
303;-1;-160;110;301;7
342;-218;-280;-146;-75;-57
-136;140;-294;-71;-148;-140
-284;68;-157;-249;-360;-156
37;267;-330;292;-266;241
217;301;-262;3;-69;-235
54;77;-206;14;353;-7
141;-64;-335;-149;217;-111
-300;8;-96;173;18;220
228;-224;-271;231;99;-349
285;11;32;77;188;256
-84;-299;169;-121;245;-92
237;-233;-267;274;-329;135
169;-45;-87;346;-73;-43
-247;-125;-134;284;-182;-137
-66;150;-257;268;-301;-28
-339;183;144;-206;130;41
253;42;290;-58;-102;-8
-176;309;-24;-177;-50;146
-70;-229;257;61;-91;-201
-203;16;-48;174;-310;250
130;-262;258;-216;77;31
-243;-356;196;191;-57;-320
62;-235;165;25;-178;301
186;279;-311;-228;171;142
200;1;-54;80;257;123
17;-145;147;-85;49;280
247;288;317;227;-360;-358
-297;-173;-344;-55;-115;30
307;-145;-117;259;-115;-261
6;257;-83;141;92;-36
-19;324;-300;-159;-38;63
272;-22;-45;177;-23;260
-24;-1;-9;-195;-299;-312
280;-192;261;153;269;316
-260;-76;346;104;286;-13
-350;89;-194;20;162;77
64;-48;-184;-51;-353;78
330;-292;-335;278;-182;-354
227;-259;274;-292;-106;67
61;121;107;-48;-260;182
-186;108;258;-300;340;-338
242;242;-325;33;320;-129
221;73;209;216;-325;-156
111;-7;341;179;49;-145
-176;279;-38;228;-290;259
-341;288;288;17;-274;-232
149;239;-335;186;330;-113
100;-113;-204;206;161;-159
59;-57;-294;-343;-6;-160
-116;-153;-237;-73;143;-214
120;-41;-48;-234;-221;84
-167;43;321;155;129;331
199;78;323;-317;-167;351
196;-18;130;-60;-86;-207
-84;-339;-20;-120;343;40
250;-66;-27;235;354;17
307;172;49;338;234;331
106;-87;-17;297;-350;-248
-20;31;-317;114;281;-281
-45;-158;350;78;-178;-265
32;236;243;240;-214;32
270;-273;257;288;-203;-305
-19;242;-22;-62;2;-270
-265;267;74;-169;263;-319
-30;160;-116;-71;19;284
201;-310;-159;-87;263;-58
-188;70;-15;287;313;229
151;175;288;-313;-118;-357
237;5;-96;-197;25;-152
-311;-299;-311;-65;-272;-41
288;-106;-274;50;270;-109
-330;-258;-305;173;-31;121
144;51;93;272;117;271
-23;-259;-311;154;-138;123
110;22;155;3;-9;-2
314;-80;-276;-187;133;245
339;-205;188;61;-70;7
-3;109;176;-143;-296;235
-80;198;-231;-282;292;271
360;263;-334;32;359;8
269;-310;352;305;46;-49
-117;159;-351;-91;305;34
-19;-2;-138;325;348;10
355;-32;-53;-207;-221;240
163;21;237;9;37;-207
63;-258;-323;132;78;-202
-68;94;40;-269;-239;-360
-59;-8;-245;120;-348;-274
326;343;-338;-4;262;-185
241;226;93;-359;-87;292
130;-87;95;-185;51;347
252;-156;132;-102;351;-300
-180;224;-300;23;217;172
-258;-45;-108;-16;63;-255
292;101;-243;48;311;204
134;-24;-173;50;-181;-130
296;278;212;307;-232;13
92;298;118;-80;173;229
72;-299;305;-322;19;-275
-86;226;-185;277;153;-88
-181;-178;193;-325;134;87
178;344;-84;-173;272;221
-28;-295;46;-225;23;-105
-134;163;11;210;-213;128
-323;217;129;322;-294;294
7;83;-133;-305;253;-256
-93;88;359;13;354;-197
-74;142;-314;179;-57;224
-87;-130;350;157;-63;-289
169;99;-307;-274;347;-2
-344;-322;-259;284;-25;44
-4;-312;287;-152;-167;68
-17;-95;112;316;87;-157
-213;-44;-341;271;79;-214
14;-322;261;-41;35;48
130;-93;-304;-31;-326;172
-333;328;175;315;10;-187
-173;187;356;-103;182;-281
70;-50;166;-172;-292;-35
101;-265;-34;110;236;-138
-70;277;145;-186;187;-151
-160;-356;-90;-45;-141;-151
-186;315;260;-74;-15;47
-7;-166;353;-228;261;-337
-121;179;104;-238;326;31
-179;57;300;285;-13;-41
-136;-321;183;-265;-104;-75
278;-345;248;-153;-180;-8
165;-214;-205;343;67;-141
337;285;-223;-359;153;265
-275;-332;71;75;12;-355
136;322;269;-279;-105;-186
44;81;-144;215;213;203
-107;-321;150;355;-243;-279
298;-13;254;223;-226;-182
-321;79;200;8;-340;354
1;-121;-235;91;54;181
-250;-103;-257;253;-117;-162
-356;218;-2;27;267;161
121;-232;36;332;69;222
349;278;-206;-336;-35;-351
-19;325;-181;-82;-49;239
234;-34;-86;307;174;171
322;7;210;-34;252;-79
172;344;17;-51;-211;-127
-281;-90;-123;-114;229;23
15;198;-274;90;-111;-119
54;262;-217;124;290;-217
-145;-3;281;1;-161;24
54;-63;-350;146;5;-86
-314;-102;-192;-214;226;-77
-322;-90;198;-241;297;-130
-123;-213;193;-310;324;-246
-154;135;-259;9;160;309
167;180;-67;-188;15;-203
247;117;228;212;-22;-137
135;351;195;238;149;69
182;-2;263;-311;338;-289
34;-70;-283;162;82;204
48;224;55;320;268;5
208;-19;237;-128;343;-160
-308;181;239;305;-125;219
28;-26;231;326;-306;150
-191;-73;-167;240;357;108
147;312;135;49;-86;97
-99;-67;-95;-23;2;296
-212;-116;53;-9;-171;57
273;-317;-43;-300;46;28
193;-192;63;-30;260;116
-105;-110;-178;326;-145;-246
-100;174;148;145;-356;-91
289;-131;70;-146;-270;-80
229;347;261;-300;-117;-190
-131;349;35;180;246;-240
291;-285;177;165;157;-264
-39;6;22;259;128;221
23;329;-312;30;-157;-14
133;-210;78;-125;275;-264
-287;331;-250;-251;-248;-296
-33;122;239;209;153;-20
150;330;4;-141;209;-190
-192;-25;86;83;-272;-271
-155;170;-64;237;314;-73
-323;51;179;-130;-5;-201
317;-13;29;-201;-291;-317
230;196;-219;285;133;113
354;-336;-55;-7;60;-300
115;-323;41;153;-9;85
-206;105;-86;-286;-88;-171
-187;89;17;-63;-203;259
260;-156;83;202;328;303
-83;-243;214;-278;-246;-104
251;60;62;307;54;-353
223;78;-14;-167;-174;-14
-197;-325;-238;-174;-218;76
233;224;218;150;259;203
-214;356;-293;109;-205;-185
-116;-218;5;325;-76;61
77;155;-71;259;303;181
-155;214;-258;3;80;147
-84;165;279;-320;-261;262
-56;-64;331;180;347;-192
-291;-83;0;51;344;-5
-71;357;-172;119;335;123
-145;22;-359;277;-69;-143
325;-28;-153;-299;59;-250
-308;58;-154;-100;162;258
-110;333;327;-212;193;83
302;74;146;176;-83;-179
-334;-20;105;-159;13;-183
-146;108;282;260;-209;-73
280;-176;337;86;-241;235
112;33;-179;-332;-192;-100
96;350;-211;185;279;-20
-246;224;-17;-277;271;97
-290;294;-335;-332;352;134
-89;3;190;-325;163;145
-30;59;-116;-237;-73;303
-198;-100;-126;-300;9;240
292;161;-84;-146;138;274
306;-302;-12;-268;-178;277
-219;-273;32;-134;-85;210
245;130;-60;103;-206;85
126;73;-111;-98;-237;213
-5;-105;198;-190;249;228
250;-94;-84;261;-26;51
141;332;33;98;51;308
262;-238;-232;-185;182;-217
348;151;-234;258;295;333
51;45;-233;10;35;-241
-4;25;-217;89;-342;-131
24;-125;74;-100;-263;298
101;114;126;176;247;12
-251;-86;231;-237;-123;336
221;-200;360;-315;-54;-69
-72;-280;-55;82;352;-202
-105;-169;-150;-225;-344;-36
-185;266;21;299;342;62
-275;308;67;277;-54;77
-309;306;102;-285;144;-75
-299;-206;-181;-197;146;183
34;39;94;350;97;72
295;51;-119;330;-43;73
159;129;-207;-302;-163;265
43;-26;-50;198;111;114
-244;-49;4;-90;-14;-114
200;-84;153;-14;165;315
12;291;-203;269;-301;-25
-345;222;-231;-241;-230;138
-206;-146;193;1;295;-319
-46;52;47;233;-270;-144
-359;325;192;181;-260;-109
-251;-2;223;96;136;101
165;259;92;-230;53;-243
293;-305;-116;58;-18;220
22;-197;151;-253;114;97
-195;-229;-241;-253;-214;328
-349;330;-342;340;-146;18
261;286;-224;116;318;343
-283;-232;178;-325;-309;-8
252;358;-357;31;261;295
249;273;177;-276;7;-239
239;309;-238;277;-81;-85
-165;265;174;-38;151;320
-235;-184;102;223;255;-73
-277;-303;-101;237;-206;210
112;-342;206;305;-6;241
-266;187;307;240;-173;-207
16;-74;-15;356;75;321
-7;-45;197;176;-41;-322
-297;215;112;-337;41;158
-281;-204;224;-261;275;305
-351;-89;-240;29;-287;-332
312;340;-100;104;-312;-211
-332;-22;-252;354;-53;328
162;58;29;148;-357;204
308;-355;234;193;358;-196
302;102;-285;-167;190;220
-285;-22;-203;305;-130;258
-173;273;-225;187;-338;103
48;-89;-207;211;-256;-8
-351;-226;-11;244;-259;167
138;-336;-8;340;-279;175
100;68;-1;49;-53;-306
-151;44;96;311;344;-293
117;74;-19;-104;-18;123
331;-296;215;65;297;-288
-149;-323;3;193;-156;-198
-122;-34;171;7;-85;292
335;92;-265;85;-84;354
-154;149;25;-221;137;-324
-228;-328;278;245;-275;-65
-274;52;324;-176;353;-108
-210;120;341;88;-315;-91
-241;-194;-323;290;211;-92
239;183;88;-76;-101;-296
-114;35;-28;105;10;227
-290;-26;65;-226;80;-323
55;247;0;-44;-253;-340
185;213;-149;-277;-90;237
246;119;332;319;-279;107
-14;-313;287;-2;196;-317
-171;109;-264;100;-83;192
110;-85;-144;-115;302;-32
-41;-33;321;-203;276;-346
-114;192;-113;86;-34;-353
71;73;108;-113;-5;145
280;-321;-290;108;190;352
-270;-98;127;-90;262;-150
-264;124;-214;266;181;-58
-360;-253;-163;269;73;-129
-156;-47;291;307;4;92
158;-343;54;-327;-56;-23
-344;-314;306;25;-96;-98
-251;-253;-108;-118;205;-10
-25;-266;279;126;242;113
349;346;-180;90;165;-1
252;-223;-271;-358;-250;25
8;-83;-137;-358;227;100
-37;-185;219;234;254;-24
339;246;-304;-189;229;-68
-24;326;335;191;54;300
-3;-241;-125;-147;42;-312
-311;-240;323;224;152;339
359;351;-252;331;22;-307
-136;285;241;-359;101;219
-184;-314;-171;-286;-12;-58
-86;279;-57;-156;-326;-202
-188;-339;146;-355;80;-66
-181;110;-130;-286;26;-242
276;120;251;189;221;96
152;136;-129;23;269;-321
0;-48;291;94;348;61
246;-22;33;-231;97;334
25;-15;212;-294;275;-358
8;129;47;-16;-129;73
298;132;322;-289;8;-281
33;136;-254;200;-73;287
-139;-316;-202;-301;325;-349
-278;-352;-205;-352;103;12
-183;-221;-295;-95;-355;74
-15;-138;176;245;-171;10
-38;-114;245;348;91;-230
-272;58;-124;-167;36;-230
129;-320;-336;-154;-305;289
250;-75;-238;-50;-60;165
-67;326;297;325;-111;-151
279;-209;-266;15;292;-70
-205;-304;312;74;-88;119
211;-120;139;-214;331;153
-240;-41;96;310;21;91
130;305;-250;-68;-135;140
282;-7;220;-125;36;-80
286;127;237;-281;-159;193
-205;-336;-46;315;-172;50
-101;-341;0;236;-174;-327
-183;116;-123;115;-351;157
-79;-336;-68;156;304;349
349;286;264;217;40;-58
-269;111;262;-163;245;-309
-87;-167;-250;94;-132;331
-1;172;-351;76;55;222
112;273;290;-251;-222;210
-317;-79;-144;169;-285;211
204;23;-178;-309;91;-343
-316;-267;-36;124;257;-1
-325;-134;102;206;-152;-2
230;69;26;-122;-64;212
-113;-27;-95;129;49;109
-6;-73;-16;-312;-64;338
202;165;192;185;247;195
345;-280;-75;-6;-174;-334
342;163;-254;-254;148;-86
-305;-64;-257;216;310;-357
108;129;-178;247;-149;-341
-293;215;152;204;89;235
-335;-68;-180;-14;275;-158
71;-342;-249;241;-220;238
-117;123;-323;169;0;320
-152;-89;-278;335;-49;-300
156;5;-124;183;242;-178
25;-47;-247;72;315;-283
288;36;-52;-251;-182;-38
24;-105;197;275;169;-67
75;102;-269;-3;-137;57
320;-53;-337;310;306;-102
-173;207;8;45;133;-294
269;319;-291;249;295;-352
17;108;-83;108;190;55
95;-160;245;-53;95;240
-166;-72;39;-40;-295;176
-337;-51;-334;343;16;295
-84;277;-177;295;284;-73
